"chr","start","end","name","H3K27Ac.wig","H3K27Me3.wig","H3K4Me1.wig","H3K4Me3.wig","H3K9Ac.wig","H3K27Ac.wig_pvalue","H3K27Ac.wig_difference","H3K27Me3.wig_pvalue","H3K27Me3.wig_difference","H3K4Me1.wig_pvalue","H3K4Me1.wig_difference","H3K4Me3.wig_pvalue","H3K4Me3.wig_difference","H3K9Ac.wig_pvalue","H3K9Ac.wig_difference","cluster.id"
"chr2L",131966,132350,"em_common_peak-2",17.4642414031817,-11.1431106786123,4.59118650375711,9.15011852153612,-0.138401443315423,0,"more",0,"less",0,"more",0,"more",3.31187289865887e-39,"less",1
"chr2L",133284,133646,"em_common_peak-3",5.83735623132739,4.3147913819253,38.8020714648083,5.43291550934008,-0.123297720934785,0,"more",0,"more",0,"more",0,"more",2.9241209098215e-37,"less",1
"chr2L",160719,161604,"em_common_peak-4",16.587114880047,-18.8823961709524,-5.91418717254181,4.90963899333431,0.242283654608833,0,"more",0,"less",0,"less",0,"more",1.02202464892629e-05,"less",1
"chr2L",172194,172514,"em_common_peak-5",6.43878611785418,1.55774000515557,1.67194320842903,5.03402737825922,-0.0284217136407861,0,"more",0,"more",0,"more",0,"more",3.30408096532175e-26,"less",1
"chr2L",183748,184505,"em_common_peak-6",1.95570077297924,-14.2735551468069,37.4854200581066,-6.589615629501,-0.155668399180831,0,"more",0,"less",0,"more",0,"less",1.70886350260008e-41,"less",1
"chr2L",189706,190824,"em_common_peak-7",0.02217134111125,-9.79648761383774,-4.02702530866287,-3.13204134119094,-0.116754839243139,3.65510447824596e-177,"more",0,"less",0,"less",0,"less",1.96366235591642e-36,"less",1
"chr2L",240706,241083,"em_common_peak-8",10.9077184876765,-7.6602639005125,35.4229940533854,-8.22331438325818,-0.15354618251521,0,"more",0,"less",0,"more",0,"less",3.29190296024376e-41,"less",1
"chr2L",285423,285841,"em_common_peak-9",2.08962063301707,-16.0548756650648,13.2959635055956,16.7687631876356,-0.128945718721878,0,"more",0,"less",0,"more",0,"more",5.55030700551664e-38,"less",1
"chr2L",295255,296500,"em_common_peak-10",24.8610675263068,-11.7631559045662,23.5478703997413,15.974229753061,-0.145846874746677,0,"more",0,"less",0,"more",0,"more",3.48321831057719e-40,"less",1
"chr2L",307239,307629,"em_common_peak-11",11.2464022398768,-8.04645559106244,-3.37636295955973,-0.616443662567534,-0.0940402203374496,0,"more",0,"less",0,"less",0,"less",1.2297100406369e-33,"less",1
"chr2L",313755,314238,"em_common_peak-12",-1.71354127636926,-1.2422671379635,-3.458300015776,5.31257522369504,-0.0471444258709235,0,"less",0,"less",0,"less",0,"more",3.14562240699804e-28,"less",1
"chr2L",328132,328564,"em_common_peak-13",1.58760529330293,3.45921843671231,-0.151001439892943,-0.783088248000279,-0.114577139647481,0,"more",0,"more",1.39134049518861e-177,"less",0,"less",3.68310402889043e-36,"less",1
"chr2L",420276,420630,"em_common_peak-14",15.2247462724668,-11.5321252610522,33.1908549272018,24.6662846456006,-0.120513457643084,0,"more",0,"less",0,"more",0,"more",6.59359707704257e-37,"less",1
"chr2L",476775,479793,"em_common_peak-15",10.5885828396691,-15.948249761284,8.83063064104264,9.73004853024467,-0.181245281953311,0,"more",0,"less",0,"more",0,"more",5.26615411488859e-45,"less",1
"chr2L",490587,491009,"em_common_peak-16",2.68690095000821,-8.69727539969874,-6.79750705663118,1.93549279720757,-0.146448802652358,0,"more",0,"less",0,"less",0,"more",2.89976472300743e-40,"less",1
"chr2L",501696,502134,"em_common_peak-17",-5.15158544609232,20.9576521606533,0.883618318822111,-10.6020918308452,-0.124307027434011,0,"less",0,"more",1.22462486112012e-124,"more",0,"less",2.17548284622938e-37,"less",1
"chr2L",516422,516884,"em_common_peak-18",8.01443476267681,25.2468277604914,13.3821875315212,2.92453365518395,-0.103592389740078,0,"more",0,"more",0,"more",0,"more",8.46835283712078e-35,"less",1
"chr2L",521802,522039,"em_common_peak-19",7.28569534234822,4.08780400965733,-0.686040051004853,4.02354750736161,21.2410015402148,0,"more",0,"more",0,"less",0,"more",0,"more",1
"chr2L",522318,522802,"em_common_peak-20",4.81468029402214,9.70974540827313,0.0733942116124557,5.98030390408526,16.9983085199655,0,"more",0,"more",1.21683389023677e-65,"less",0,"more",0,"more",1
"chr2L",545560,545921,"em_common_peak-21",-7.259932392189,37.9235586584289,26.5286408763105,1.88126591774066,34.2772681731152,0,"less",0,"more",0,"more",0,"more",0,"more",1
"chr2L",560712,561368,"em_common_peak-22",6.52435850038064,-3.87296067688427,19.4712327157139,-4.0963245397454,-0.125879642238535,0,"more",0,"less",0,"more",0,"less",1.37080699958777e-37,"less",1
"chr2L",621641,621994,"em_common_peak-23",-1.76335140857976,3.10668390015808,-1.2698666589214,-0.177707739525401,-0.0494126633388946,0,"less",0,"more",0,"less",4.04234859989285e-13,"less",1.76802208912748e-28,"less",1
"chr2L",626447,628045,"em_common_peak-24",3.45916774665675,-1.03505880919141,0.163934943431897,0.62248408066483,-0.0132111012082227,0,"more",0,"less",4.13106092744355e-36,"less",0,"more",1.26883204856502e-24,"less",1
"chr2L",685262,685679,"em_common_peak-25",2.20232969093659,7.83979348697112,0.0170416635327575,-0.234690879821023,-0.0655904316198518,0,"more",0,"more",1.45614301208964e-88,"less",1.67325403850713e-31,"less",2.68782380515571e-30,"less",1
"chr2L",703677,704144,"em_common_peak-26",-2.99663559396006,-9.47220051578324,-4.27379507659449,-3.07943212229215,-0.0528772321794642,0,"less",0,"less",0,"less",0,"less",7.29575708001996e-29,"less",1
"chr2L",756119,756493,"em_common_peak-27",-1.47363086505972,7.01992878530529,7.09314544411158,-0.303087693574499,-0.0854129034606588,0,"less",0,"more",0,"more",1.08836216470716e-64,"less",1.32344514077975e-32,"less",1
"chr2L",763892,764275,"em_common_peak-28",0.943936353838611,4.96217062573075,-2.65989487134986,-4.52368606033443,-0.060990688864883,0,"more",0,"more",0,"less",0,"less",8.95979706723389e-30,"less",1
"chr2L",821796,822192,"em_common_peak-29",36.0834778434018,-6.74539218614693,62.3415786161292,13.7907753447651,-0.196897378828379,0,"more",0,"less",0,"more",0,"more",3.16446942548618e-47,"less",1
"chr2L",826323,826789,"em_common_peak-30",10.2780807955584,-7.53953671404681,9.81479941181818,23.1089894493264,-0.118103578118084,0,"more",0,"less",0,"more",0,"more",1.32850079723158e-36,"less",1
"chr2L",850422,850804,"em_common_peak-31",19.9848311491124,-12.0096192215383,2.90126421518508,33.2484655497116,-0.160720662332609,0,"more",0,"less",0,"more",0,"more",3.5544421777634e-42,"less",1
"chr2L",850837,851244,"em_common_peak-32",12.6316329613102,-11.5204744987752,-4.53669947598382,24.9849924941707,-0.131530245136686,0,"more",0,"less",0,"less",0,"more",2.5804098075719e-38,"less",1
"chr2L",852790,853154,"em_common_peak-33",20.7003419913579,-15.1384418748829,29.9384975384869,11.9101857688674,-0.194778808447103,0,"more",0,"less",0,"more",0,"more",6.37041119796535e-47,"less",1
"chr2L",871356,872171,"em_common_peak-34",7.89128783810762,-18.9920816015144,-2.01099336234615,27.2232329742321,-0.165792820177264,0,"more",0,"less",0,"less",0,"more",7.25078089071913e-43,"less",1
"chr2L",872738,874006,"em_common_peak-35",0.210183212031587,-10.1721377017574,15.5057923887732,2.78095707117871,-0.134243796558738,0,"more",0,"less",0,"more",0,"more",1.1503798407839e-38,"less",1
"chr2L",901408,901719,"em_common_peak-36",-1.68037223267255,2.47803141061934,-2.27209313747511,-1.49711002089618,-0.0714263335411212,0,"less",0,"more",0,"less",0,"less",5.74313606238941e-31,"less",1
"chr2L",933187,933673,"em_common_peak-37",-0.188252369901414,2.22968811776817,0.546593182389114,2.02671945739538,49.3336052142409,1.08438785468112e-15,"more",0,"more",1.41608859283e-11,"more",0,"more",0,"more",1
"chr2L",939565,940025,"em_common_peak-38",2.67246320834104,9.16670603854151,2.24966677262888,-3.33052315819821,-0.0865289064536518,0,"more",0,"more",0,"more",0,"less",9.75354275557597e-33,"less",1
"chr2L",949549,949854,"em_common_peak-39",-2.88162106724138,11.5326210791549,3.00557362037422,0.483113308195272,-0.0802217877891199,0,"less",0,"more",0,"more",0,"more",5.42704503982439e-32,"less",1
"chr2L",950451,951182,"em_common_peak-40",-0.673321550477923,7.50399072847693,-1.69098519745683,-2.50411477415431,-0.0782529297122707,0,"less",0,"more",0,"less",0,"less",9.23471877398979e-32,"less",1
"chr2L",955725,955966,"em_common_peak-41",-2.28386713317813,-2.19492682223593,-2.31078295079258,-0.361548012396178,-0.0363446008518817,0,"less",0,"less",0,"less",1.08576850335546e-102,"less",4.7126550542036e-27,"less",1
"chr2L",966731,967076,"em_common_peak-42",-3.57101024892169,2.93158096076575,-2.40278997569826,-4.41794141950409,-0.0815237604717389,0,"less",0,"more",0,"less",0,"less",3.81436142921216e-32,"less",1
"chr2L",1012506,1012830,"em_common_peak-43",-1.24391637663801,4.68458946021957,-0.797935286863761,-0.379197792212832,-0.0367418754677672,0,"less",0,"more",0,"less",6.58210400360776e-116,"less",4.27056602626498e-27,"less",1
"chr2L",1060811,1061160,"em_common_peak-44",-3.48185866292782,9.55963690409583,12.6037663611135,-0.589928354227125,-0.0757105666900544,0,"less",0,"more",0,"more",0,"less",1.82912994999663e-31,"less",1
"chr2L",1061329,1061996,"em_common_peak-45",2.21015670408645,10.0741941372324,35.4924363884947,-10.8758555328481,-0.137902132478789,0,"more",0,"more",0,"more",0,"less",3.84788380680625e-39,"less",1
"chr2L",1077536,1077887,"em_common_peak-46",21.8780435451201,-20.468128028924,-6.47991438785604,17.7255844161357,-0.194356793919387,0,"more",0,"less",0,"less",0,"more",7.32110453702082e-47,"less",1
"chr2L",1116554,1117044,"em_common_peak-47",12.492062223789,-13.5875303410805,46.2943346456417,-7.80533952322445,-0.191941383286323,0,"more",0,"less",0,"more",0,"less",1.62016850730029e-46,"less",1
"chr2L",1118740,1119237,"em_common_peak-48",6.90508462270494,-16.4704087958454,2.00314513988948,10.7896140850728,-0.148279356336009,0,"more",0,"less",0,"more",0,"more",1.65856596256886e-40,"less",1
"chr2L",1142970,1143465,"em_common_peak-49",-2.54116517932877,-12.1013506507403,-2.02191746717133,-5.73918815199442,-0.169009669909534,0,"less",0,"less",0,"less",0,"less",2.62745872842103e-43,"less",1
"chr2L",1181013,1181484,"em_common_peak-50",0.599355398027755,-8.59542949032268,1.96979461782878,-1.57831028736085,-0.147709937337628,0,"more",0,"less",0,"more",0,"less",1.97372561660139e-40,"less",1
"chr2L",1192249,1192529,"em_common_peak-51",-6.57697960632856,3.17185613031152,1.62023188354526,-4.41705317053771,-0.135685609895489,0,"less",0,"more",0,"more",0,"less",7.47739268653184e-39,"less",1
"chr2L",1197939,1198319,"em_common_peak-52",-2.09346818735587,2.81280152744334,-2.31238368525453,-5.6330533002864,-0.128066078751555,0,"less",0,"more",0,"less",0,"less",7.19754832638469e-38,"less",1
"chr2L",1200733,1201123,"em_common_peak-53",6.31916674093543,3.22899912824972,5.13285837222444,-3.13328803502701,-0.0750120728278997,0,"more",0,"more",0,"more",0,"less",2.20566658845264e-31,"less",1
"chr2L",1213788,1214113,"em_common_peak-54",-5.99843109044277,-1.62094776867994,-3.37228987404264,-3.24834812991076,-0.0830342774097684,0,"less",0,"less",0,"less",0,"less",2.53089574236792e-32,"less",1
"chr2L",1214730,1215103,"em_common_peak-55",-1.98204433941798,6.81455236506114,7.56606526595979,-4.20022065419436,0.365462429654851,0,"less",0,"more",0,"more",0,"less",0.109401167751901,"equal",1
"chr2L",1216513,1216935,"em_common_peak-56",1.71832493259043,2.70241771342287,-1.05851395641243,-0.328292825654491,-0.0550578143411968,0,"more",0,"more",0,"less",5.51506980760439e-80,"less",4.16620203243712e-29,"less",1
"chr2L",1253391,1253837,"em_common_peak-57",-1.82103261180096,10.2754498408021,1.1217197601035,-1.37627491572546,-0.0445194890372546,0,"less",0,"more",1.74138442536012e-279,"more",0,"less",6.10710058661449e-28,"less",1
"chr2L",1258318,1258752,"em_common_peak-58",-4.09310362792741,-0.778417764312809,-3.56425299666838,-4.04747603015316,-0.0696983605701914,0,"less",0,"less",0,"less",0,"less",9.08661685729932e-31,"less",1
"chr2L",1259447,1259721,"em_common_peak-59",-4.59868863902887,-8.19623391387181,-6.60139768999163,-5.12435532856816,-0.0770080608661935,0,"less",0,"less",0,"less",0,"less",1.29105055183373e-31,"less",1
"chr2L",1273264,1273565,"em_common_peak-60",-1.0621844575544,8.5072966070894,-3.46814870700873,-4.47115691546,-0.0712263344908594,0,"less",0,"more",0,"less",0,"less",6.05682917364164e-31,"less",1
"chr2L",1274655,1275089,"em_common_peak-61",-3.80919827488044,1.87282853047573,-3.93989350359374,-4.89280528090455,-0.0773326506767226,0,"less",0,"more",0,"less",0,"less",1.18313324112845e-31,"less",1
"chr2L",1306056,1306558,"em_common_peak-62",-2.39834756567003,5.69808905190205,-3.29256679792147,-1.02951582449469,-0.0572007152192826,0,"less",0,"more",0,"less",0,"less",2.39649556497782e-29,"less",1
"chr2L",1417970,1418438,"em_common_peak-63",-2.89867313911021,6.06781223802738,-4.73522252323849,-5.06057478008986,7.72074772374811,0,"less",0,"more",0,"less",0,"less",0,"more",1
"chr2L",1556336,1556842,"em_common_peak-64",7.46384142067768,1.17482822292287,-3.10655412670196,0.217405119472903,-0.0453551588596916,0,"more",8.59985577955016e-117,"more",0,"less",3.60161834702236e-121,"more",4.94623343670651e-28,"less",1
